month,group_id,segment,course_type,assigned_teacher,students_count,session_min,lessons_per_session_60min,sessions_per_week,sessions_per_month,lessons_60min_per_month,price_per_lesson_60min_usd,price_per_lesson_60min_uah,course_usd,rev_per_student_pm_usd,total_rev_usd,total_rev_uah,teacher_rate_60min_usd,teacher_cost_rate_usd,cac_model,cac_group_usd,cac_amortized_pm_usd,total_cac_pm_usd,contract_months,teacher_fixed_cost_usd,total_cost_usd,profit_usd,margin_pct,breakeven_students,profitability_color,revenue_usd,opex_allocated_usd,teacher_tax_pdfo_usd,teacher_tax_vz_usd,teacher_tax_total_usd,accounting_usd,total_cost_v11_usd,profit_v11_usd,margin_v11_pct,profitability_color_v11
2025-04,G0020,B2B,Business Starter,T004,11,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,1968.12,86990.9,8.75,157.5,per_group,300.0,150.0,150.0,2,157.5,307.5,1660.62,84.38,1.81,green,1968.12,403.46,7.88,1.57,9.45,6.4267,726.84,1241.28,63.07,green
2025-04,G0021,B2B,Business Starter,T005,11,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1312.08,57993.94,10.25,123.0,per_group,300.0,100.0,100.0,3,123.0,223.0,1089.08,83.0,1.99,green,1312.08,268.98,6.15,1.23,7.38,6.4267,505.79,806.29,61.45,green
2025-04,G0022,B2B,Business Starter,T006,14,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1669.92,73810.46,11.31,135.72,per_group,300.0,100.0,100.0,3,135.72,235.72,1434.2,85.88,2.1,green,1669.92,342.33,6.79,1.36,8.15,6.4267,592.63,1077.29,64.51,green
2025-04,G0023,B2B,Business Starter,T007,13,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1550.64,68538.29,8.73,104.76,per_group,300.0,100.0,100.0,3,104.76,204.76,1345.88,86.8,1.82,green,1550.64,317.88,5.24,1.05,6.29,6.4267,535.36,1015.28,65.47,green
2025-04,G0024,B2B,Business C1,T008,9,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,1812.24,80101.01,11.68,93.44,per_group,300.0,150.0,150.0,2,93.44,243.44,1568.8,86.57,1.27,green,1812.24,371.51,4.67,0.93,5.6,6.4267,626.98,1185.26,65.4,green
2025-04,G0025,B2B,Business Starter,T009,12,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1431.36,63266.11,10.08,120.96,per_group,300.0,100.0,100.0,3,120.96,220.96,1210.4,84.56,1.97,green,1431.36,293.43,6.05,1.21,7.26,6.4267,528.08,903.28,63.11,green
2025-04,G0026,B2B,Business Starter,T010,12,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1431.36,63266.11,8.59,103.08,per_group,300.0,100.0,100.0,3,103.08,203.08,1228.28,85.81,1.81,green,1431.36,293.43,5.15,1.03,6.18,6.4267,509.12,922.24,64.43,green
2025-04,G0027,B2B,Business Starter,T011,10,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,1789.2,79082.64,11.83,212.94,per_group,300.0,150.0,150.0,2,212.94,362.94,1426.26,79.71,2.14,green,1789.2,366.79,10.65,2.13,12.78,6.4267,748.94,1040.26,58.14,orange
2025-04,G0028,B2B,Business Starter,T012,10,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,1789.2,79082.64,10.42,187.56,per_group,300.0,150.0,150.0,2,187.56,337.56,1451.64,81.13,1.99,green,1789.2,366.79,9.38,1.88,11.26,6.4267,722.04,1067.16,59.64,orange
2025-04,G0029,B2B,Business Starter,T013,14,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1669.92,73810.46,8.97,107.64,per_group,300.0,100.0,100.0,3,107.64,207.64,1462.28,87.57,1.85,green,1669.92,342.33,5.38,1.08,6.46,6.4267,562.86,1107.06,66.29,green
2025-04,G0030,B2B,Business C1,T014,10,60,1.0,3,12,12.0,25.17,1112.5,402.71,302.04,3020.4,133501.68,11.13,133.56,per_group,300.0,150.0,150.0,2,133.56,283.56,2736.84,90.61,1.0,green,3020.4,619.18,6.68,1.34,8.02,9.64,920.4,2100.0,69.53,green
2025-04,G0031,B2C,IT Starter,T015,9,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,1080.0,47736.0,10.14,121.68,per_student,400.0,133.33,133.33,3,121.68,255.01,824.99,76.39,2.27,green,1080.0,221.4,6.08,1.22,7.3,9.64,493.35,586.65,54.32,orange
2025-04,G0032,B2C,IT Starter,T016,8,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,960.0,42432.0,10.22,122.64,per_student,200.0,66.67,66.67,3,122.64,189.31,770.69,80.28,1.72,green,960.0,196.8,6.13,1.23,7.36,9.64,403.11,556.89,58.01,orange
2025-04,G0033,B2C,IT Basic,T001,7,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1265.88,55951.9,11.23,134.76,per_student,300.0,75.0,75.0,4,134.76,209.76,1056.12,83.43,1.24,green,1265.88,259.51,6.74,1.35,8.09,6.4267,483.79,782.09,61.78,green
2025-04,G0034,B2C,IT Starter,T002,6,90,1.5,3,12,18.0,10.0,419.0,360.0,180.0,1080.0,47736.0,11.03,198.54,per_student,200.0,100.0,100.0,2,198.54,298.54,781.46,72.36,1.76,green,1080.0,221.4,9.93,1.99,11.92,6.4267,538.29,541.71,50.16,orange
2025-04,G0035,B2C,IT Basic,T003,7,90,1.5,3,12,18.0,15.07,632.04,678.0,271.26,1898.82,83927.84,10.38,186.84,per_student,200.0,66.67,66.67,3,186.84,253.51,1645.31,86.65,1.0,green,1898.82,389.26,9.34,1.87,11.21,6.4267,660.41,1238.41,65.22,green
2025-04,G0036,B2C,IT Basic,T004,6,90,1.5,3,12,18.0,15.07,632.04,678.0,271.26,1627.56,71938.15,8.75,157.5,per_student,300.0,100.0,100.0,3,157.5,257.5,1370.06,84.18,1.01,green,1627.56,333.65,7.88,1.57,9.45,6.4267,607.03,1020.53,62.7,green
2025-04,G0037,B2C,IT Basic,T005,6,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1085.04,47958.77,10.25,123.0,per_student,200.0,50.0,50.0,4,123.0,173.0,912.04,84.06,1.03,green,1085.04,222.43,6.15,1.23,7.38,6.4267,409.24,675.8,62.28,green
2025-04,G0038,B2C,IT Starter,T006,6,90,1.5,3,12,18.0,10.0,419.0,360.0,180.0,1080.0,47736.0,11.31,203.58,per_student,200.0,100.0,100.0,2,203.58,303.58,776.42,71.89,1.79,green,1080.0,221.4,10.18,2.04,12.22,6.4267,543.63,536.37,49.66,orange
2025-04,G0039,B2C,IT Basic,T007,10,90,1.5,3,12,18.0,15.07,632.04,678.0,271.26,2712.6,119896.92,8.73,157.14,per_student,400.0,133.33,133.33,3,157.14,290.47,2422.13,89.29,1.13,green,2712.6,556.08,7.86,1.57,9.43,6.4267,862.41,1850.19,68.21,green
2025-04,G0040,B2C,IT Basic,T008,9,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1627.56,71938.15,11.68,140.16,per_student,350.0,87.5,87.5,4,140.16,227.66,1399.9,86.01,1.34,green,1627.56,333.65,7.01,1.4,8.41,6.4267,576.15,1051.41,64.6,green
2025-04,G0041,B2C,IT Basic,T009,10,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1808.4,79931.28,10.08,120.96,per_student,200.0,50.0,50.0,4,120.96,170.96,1637.44,90.55,1.02,green,1808.4,370.72,6.05,1.21,7.26,6.4267,555.37,1253.03,69.29,green
2025-04,G0042,B2C,IT Basic,T010,10,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1808.4,79931.28,8.59,103.08,per_student,150.0,37.5,37.5,4,103.08,140.58,1667.82,92.23,0.85,green,1808.4,370.72,5.15,1.03,6.18,6.4267,523.91,1284.49,71.03,green
2025-04,G0043,B2C,IT Starter,T011,5,90,1.5,3,12,18.0,10.0,419.0,360.0,180.0,900.0,39780.0,11.83,212.94,per_student,200.0,100.0,100.0,2,212.94,312.94,587.06,65.23,1.85,green,900.0,184.5,10.65,2.13,12.78,6.4267,516.65,383.35,42.59,orange
2025-04,G0044,B2C,IT Starter,T012,5,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,600.0,26520.0,10.42,125.04,per_student,400.0,133.33,133.33,3,125.04,258.37,341.63,56.94,2.27,green,600.0,123.0,6.25,1.25,7.5,6.4267,395.3,204.7,34.12,orange
2025-04,G0045,B2C,IT Starter,T013,6,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,720.0,31824.0,8.97,107.64,per_student,300.0,100.0,100.0,3,107.64,207.64,512.36,71.16,1.84,green,720.0,147.6,5.38,1.08,6.46,6.4267,368.13,351.87,48.87,orange
2025-05,G0046,B2B,Business C1,T001,10,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,2013.6,89001.12,11.23,89.84,per_group,300.0,150.0,150.0,2,89.84,239.84,1773.76,88.09,1.25,green,2013.6,412.79,4.49,0.9,5.39,6.4267,664.45,1349.15,67.0,green
2025-05,G0047,B2B,Business Starter,T002,10,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,1789.2,79082.64,11.03,198.54,per_group,300.0,150.0,150.0,2,198.54,348.54,1440.66,80.52,2.05,green,1789.2,366.79,9.93,1.99,11.92,6.4267,733.68,1055.52,58.99,orange
2025-05,G0048,B2B,Business Starter,T003,10,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,1789.2,79082.64,10.38,186.84,per_group,300.0,150.0,150.0,2,186.84,336.84,1452.36,81.17,1.98,green,1789.2,366.79,9.34,1.87,11.21,6.4267,721.27,1067.93,59.69,orange
2025-05,G0049,B2B,Business C1,T004,12,60,1.0,3,12,12.0,25.17,1112.5,402.71,302.04,3624.48,160202.02,8.75,105.0,per_group,300.0,150.0,150.0,2,105.0,255.0,3369.48,92.96,0.89,green,3624.48,743.02,5.25,1.05,6.3,6.4267,1010.75,2613.73,72.11,green
2025-05,G0050,B2B,Business C1,T005,11,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,2214.96,97901.23,10.25,82.0,per_group,300.0,150.0,150.0,2,82.0,232.0,1982.96,89.53,1.21,green,2214.96,454.07,4.1,0.82,4.92,6.4267,697.42,1517.54,68.51,green
2025-05,G0051,B2B,Business C1,T006,8,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,1610.88,71200.9,11.31,90.48,per_group,300.0,150.0,150.0,2,90.48,240.48,1370.4,85.07,1.25,green,1610.88,330.23,4.52,0.9,5.42,6.4267,582.56,1028.32,63.84,green
2025-05,G0052,B2B,Business Starter,T007,14,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,2504.88,110715.7,8.73,157.14,per_group,300.0,150.0,150.0,2,157.14,307.14,2197.74,87.74,1.81,green,2504.88,513.5,7.86,1.57,9.43,6.4267,836.5,1668.38,66.61,green
2025-05,G0053,B2B,Business C1,T008,8,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,1610.88,71200.9,11.68,93.44,per_group,300.0,150.0,150.0,2,93.44,243.44,1367.44,84.89,1.27,green,1610.88,330.23,4.67,0.93,5.6,6.4267,585.7,1025.18,63.64,green
2025-05,G0054,B2B,Business Starter,T009,12,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,2147.04,94899.17,10.08,181.44,per_group,300.0,150.0,150.0,2,181.44,331.44,1815.6,84.56,1.95,green,2147.04,440.14,9.07,1.81,10.88,6.4267,788.89,1358.15,63.26,green
2025-05,G0055,B2B,Business C1,T010,11,60,1.0,3,12,12.0,25.17,1112.5,402.71,302.04,3322.44,146851.85,8.59,103.08,per_group,300.0,150.0,150.0,2,103.08,253.08,3069.36,92.38,0.88,green,3322.44,681.1,5.15,1.03,6.18,6.4267,946.79,2375.65,71.5,green
2025-05,G0056,B2B,Business Starter,T011,15,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1789.2,79082.64,11.83,141.96,per_group,300.0,100.0,100.0,3,141.96,241.96,1547.24,86.48,2.15,green,1789.2,366.79,7.1,1.42,8.52,6.4267,623.7,1165.5,65.14,green
2025-05,G0057,B2B,Business Starter,T012,14,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,2504.88,110715.7,10.42,187.56,per_group,300.0,150.0,150.0,2,187.56,337.56,2167.32,86.52,2.0,green,2504.88,513.5,9.38,1.88,11.26,9.64,871.96,1632.92,65.19,green
2025-05,G0058,B2B,Business Starter,T013,10,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1192.8,52721.76,8.97,107.64,per_group,300.0,100.0,100.0,3,107.64,207.64,985.16,82.59,1.88,green,1192.8,244.52,5.38,1.08,6.46,9.64,468.26,724.54,60.74,green
2025-05,G0059,B2B,Business C1,T014,10,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,2013.6,89001.12,11.13,89.04,per_group,300.0,150.0,150.0,2,89.04,239.04,1774.56,88.13,1.26,green,2013.6,412.79,4.45,0.89,5.34,9.64,666.81,1346.79,66.88,green
2025-05,G0060,B2B,Business C1,T015,12,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,2416.32,106801.34,10.14,81.12,per_group,300.0,150.0,150.0,2,81.12,231.12,2185.2,90.44,1.22,green,2416.32,495.35,4.06,0.81,4.87,9.64,740.98,1675.34,69.33,green
2025-05,G0061,B2B,Business Starter,T016,10,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1192.8,52721.76,10.22,122.64,per_group,300.0,100.0,100.0,3,122.64,222.64,970.16,81.33,2.01,green,1192.8,244.52,6.13,1.23,7.36,9.64,484.16,708.64,59.41,orange
2025-05,G0062,B2B,Business Starter,T017,13,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,2325.96,102807.43,10.17,183.06,per_group,300.0,150.0,150.0,2,183.06,333.06,1992.9,85.68,1.98,green,2325.96,476.82,9.15,1.83,10.98,9.64,830.5,1495.46,64.29,green
2025-05,G0063,B2B,Business C1,T018,12,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,2416.32,106801.34,11.43,91.44,per_group,300.0,150.0,150.0,2,91.44,241.44,2174.88,90.01,1.27,green,2416.32,495.35,4.57,0.91,5.48,9.64,751.91,1664.41,68.88,green
2025-05,G0064,B2B,Business Starter,T019,14,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,2504.88,110715.7,9.6,172.8,per_group,300.0,150.0,150.0,2,172.8,322.8,2182.08,87.11,1.92,green,2504.88,513.5,8.64,1.73,10.37,9.64,856.31,1648.57,65.81,green
2025-05,G0065,B2B,Business C1,T020,12,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,2416.32,106801.34,9.47,75.76,per_group,300.0,150.0,150.0,2,75.76,225.76,2190.56,90.66,1.19,green,2416.32,495.35,3.79,0.76,4.55,9.64,735.3,1681.02,69.57,green
2025-05,G0066,B2B,Business C1,T001,9,60,1.0,3,12,12.0,25.17,1112.5,402.71,302.04,2718.36,120151.51,11.23,134.76,per_group,300.0,150.0,150.0,2,134.76,284.76,2433.6,89.52,0.99,green,2718.36,557.26,6.74,1.35,8.09,6.4267,856.54,1861.82,68.49,green
2025-05,G0067,B2B,Business C1,T002,9,60,1.0,3,12,12.0,25.17,1112.5,402.71,302.04,2718.36,120151.51,11.03,132.36,per_group,300.0,150.0,150.0,2,132.36,282.36,2436.0,89.61,0.98,green,2718.36,557.26,6.62,1.32,7.94,6.4267,853.99,1864.37,68.58,green
2025-05,G0068,B2B,Business Starter,T003,14,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1669.92,73810.46,10.38,124.56,per_group,300.0,100.0,100.0,3,124.56,224.56,1445.36,86.55,2.0,green,1669.92,342.33,6.23,1.25,7.48,6.4267,580.8,1089.12,65.22,green
2025-05,G0069,B2B,Business C1,T004,11,60,1.0,3,12,12.0,25.17,1112.5,402.71,302.04,3322.44,146851.85,8.75,105.0,per_group,300.0,150.0,150.0,2,105.0,255.0,3067.44,92.32,0.89,green,3322.44,681.1,5.25,1.05,6.3,6.4267,948.83,2373.61,71.44,green
2025-05,G0070,B2B,Business C1,T005,11,60,1.0,3,12,12.0,25.17,1112.5,402.71,302.04,3322.44,146851.85,10.25,123.0,per_group,300.0,150.0,150.0,2,123.0,273.0,3049.44,91.78,0.95,green,3322.44,681.1,6.15,1.23,7.38,6.4267,967.91,2354.53,70.87,green
2025-05,G0071,B2B,Business C1,T006,9,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,1812.24,80101.01,11.31,90.48,per_group,300.0,150.0,150.0,2,90.48,240.48,1571.76,86.73,1.25,green,1812.24,371.51,4.52,0.9,5.42,6.4267,623.84,1188.4,65.58,green
2025-05,G0072,B2B,Business Starter,T007,13,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1550.64,68538.29,8.73,104.76,per_group,300.0,100.0,100.0,3,104.76,204.76,1345.88,86.8,1.82,green,1550.64,317.88,5.24,1.05,6.29,6.4267,535.36,1015.28,65.47,green
2025-05,G0073,B2B,Business Starter,T008,10,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,1789.2,79082.64,11.68,210.24,per_group,300.0,150.0,150.0,2,210.24,360.24,1428.96,79.87,2.12,green,1789.2,366.79,10.51,2.1,12.61,6.4267,746.07,1043.13,58.3,orange
2025-05,G0074,B2B,Business Starter,T009,10,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1192.8,52721.76,10.08,120.96,per_group,300.0,100.0,100.0,3,120.96,220.96,971.84,81.48,1.97,green,1192.8,244.52,6.05,1.21,7.26,6.4267,479.17,713.63,59.83,orange
2025-05,G0075,B2B,Business Starter,T010,10,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,1789.2,79082.64,8.59,154.62,per_group,300.0,150.0,150.0,2,154.62,304.62,1484.58,82.97,1.79,green,1789.2,366.79,7.73,1.55,9.28,6.4267,687.12,1102.08,61.6,green
2025-05,G0076,B2B,Business Starter,T011,13,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1550.64,68538.29,11.83,141.96,per_group,300.0,100.0,100.0,3,141.96,241.96,1308.68,84.4,2.15,green,1550.64,317.88,7.1,1.42,8.52,6.4267,574.79,975.85,62.93,green
2025-05,G0077,B2B,Business Starter,T012,15,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1789.2,79082.64,10.42,125.04,per_group,300.0,100.0,100.0,3,125.04,225.04,1564.16,87.42,2.03,green,1789.2,366.79,6.25,1.25,7.5,9.64,608.97,1180.23,65.96,green
2025-05,G0078,B2B,Business Starter,T013,10,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1192.8,52721.76,8.97,107.64,per_group,300.0,100.0,100.0,3,107.64,207.64,985.16,82.59,1.88,green,1192.8,244.52,5.38,1.08,6.46,9.64,468.26,724.54,60.74,green
2025-05,G0079,B2C,IT Basic,T014,8,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1446.72,63945.02,11.13,133.56,per_student,400.0,100.0,100.0,4,133.56,233.56,1213.16,83.86,1.39,green,1446.72,296.58,6.68,1.34,8.02,9.64,547.8,898.92,62.14,green
2025-05,G0080,B2C,IT Starter,T015,8,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,960.0,42432.0,10.14,121.68,per_student,350.0,116.67,116.67,3,121.68,238.35,721.65,75.17,2.13,green,960.0,196.8,6.08,1.22,7.3,9.64,452.09,507.91,52.91,orange
2025-05,G0081,B2C,IT Basic,T016,6,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1085.04,47958.77,10.22,122.64,per_student,200.0,50.0,50.0,4,122.64,172.64,912.4,84.09,1.05,green,1085.04,222.43,6.13,1.23,7.36,9.64,412.07,672.97,62.02,green
2025-05,G0082,B2C,IT Basic,T017,8,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1446.72,63945.02,10.17,122.04,per_student,200.0,50.0,50.0,4,122.04,172.04,1274.68,88.11,1.05,green,1446.72,296.58,6.1,1.22,7.32,9.64,485.58,961.14,66.44,green
2025-05,G0083,B2C,IT Starter,T018,9,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,1080.0,47736.0,11.43,137.16,per_student,400.0,133.33,133.33,3,137.16,270.49,809.51,74.95,2.4,green,1080.0,221.4,6.86,1.37,8.23,9.64,509.76,570.24,52.8,orange
2025-05,G0084,B2C,IT Basic,T019,10,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1808.4,79931.28,9.6,115.2,per_student,300.0,75.0,75.0,4,115.2,190.2,1618.2,89.48,1.14,green,1808.4,370.72,5.76,1.15,6.91,9.64,577.47,1230.93,68.07,green
2025-05,G0085,B2C,IT Basic,T020,9,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1627.56,71938.15,9.47,113.64,per_student,400.0,100.0,100.0,4,113.64,213.64,1413.92,86.87,1.27,green,1627.56,333.65,5.68,1.14,6.82,9.64,563.75,1063.81,65.36,green
2025-05,G0086,B2C,IT Starter,T001,5,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,600.0,26520.0,11.23,134.76,per_student,150.0,50.0,50.0,3,134.76,184.76,415.24,69.21,1.66,green,600.0,123.0,6.74,1.35,8.09,6.4267,322.28,277.72,46.29,orange
