month,group_id,segment,course_type,assigned_teacher,students_count,session_min,lessons_per_session_60min,sessions_per_week,sessions_per_month,lessons_60min_per_month,price_per_session_usd,price_per_lesson_60min_usd,price_per_lesson_60min_uah,course_usd,rev_per_student_pm_usd,total_rev_usd,total_rev_uah,teacher_rate_60min_usd,teacher_cost_rate_usd,cac_model,cac_group_usd,cac_amortized_pm_usd,total_cac_pm_usd,contract_months,teacher_fixed_cost_usd,total_cost_usd,profit_usd,margin_pct,breakeven_students,profitability_color,revenue_usd,opex_allocated_usd,teacher_tax_pdfo_usd,teacher_tax_vz_usd,teacher_tax_total_usd,accounting_usd,total_cost_v11_usd,profit_v11_usd,margin_v11_pct,profitability_color_v11
2025-04,G0015,B2B,Business Starter,T005,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,10.0,195.0,per_group,350,175.0,175.0,2,195.0,370.0,1374.47,78.79,2.0,green,1744.47,357.62,9.75,1.95,11.7,6.4267,745.75,998.72,57.25,orange
2025-04,G0016,B2B,Business Starter,T005,10,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1938.3,84994.46,10.0,195.0,per_group,350,175.0,175.0,2,195.0,370.0,1568.3,80.91,2.0,green,1938.3,397.35,9.75,1.95,11.7,6.4267,785.48,1152.82,59.48,orange
2025-04,G0017,B2B,Business Starter,T006,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,11.0,214.5,per_group,350,175.0,175.0,2,214.5,389.5,1354.97,77.67,2.11,green,1744.47,357.62,10.73,2.15,12.88,6.4267,766.43,978.04,56.07,orange
2025-04,G0018,B2B,Business Starter,T006,10,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1938.3,84994.46,11.0,214.5,per_group,350,175.0,175.0,2,214.5,389.5,1548.8,79.91,2.11,green,1938.3,397.35,10.73,2.15,12.88,6.4267,806.16,1132.14,58.41,orange
2025-04,G0019,B2B,Business Starter,T006,10,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1938.3,84994.46,11.0,214.5,per_group,350,175.0,175.0,2,214.5,389.5,1548.8,79.91,2.11,green,1938.3,397.35,10.73,2.15,12.88,6.4267,806.16,1132.14,58.41,orange
2025-04,G0020,B2B,Business Starter,T007,10,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1938.3,84994.46,10.3,200.85,per_group,350,175.0,175.0,2,200.85,375.85,1562.45,80.61,2.03,green,1938.3,397.35,10.04,2.01,12.05,6.4267,791.68,1146.62,59.16,orange
2025-04,G0021,B2B,Business Starter,T007,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,10.3,200.85,per_group,350,175.0,175.0,2,200.85,375.85,1368.62,78.45,2.03,green,1744.47,357.62,10.04,2.01,12.05,6.4267,751.95,992.52,56.9,orange
2025-04,G0022,B2B,Business Starter,T007,10,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1938.3,84994.46,10.3,200.85,per_group,350,175.0,175.0,2,200.85,375.85,1562.45,80.61,2.03,green,1938.3,397.35,10.04,2.01,12.05,6.4267,791.68,1146.62,59.16,orange
2025-04,G0023,B2B,Business Starter,T008,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,9.8,191.1,per_group,350,175.0,175.0,2,191.1,366.1,1378.37,79.01,1.98,green,1744.47,357.62,9.55,1.91,11.46,6.4267,741.61,1002.86,57.49,orange
2025-04,G0024,B2B,Business Starter,T008,10,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1938.3,84994.46,9.8,191.1,per_group,350,175.0,175.0,2,191.1,366.1,1572.2,81.11,1.98,green,1938.3,397.35,9.55,1.91,11.46,6.4267,781.34,1156.96,59.69,orange
2025-04,G0025,B2B,Business Starter,T008,10,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1938.3,84994.46,9.8,191.1,per_group,350,175.0,175.0,2,191.1,366.1,1572.2,81.11,1.98,green,1938.3,397.35,9.55,1.91,11.46,6.4267,781.34,1156.96,59.69,orange
2025-04,G0026,B2B,Business Starter,T009,10,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1938.3,84994.46,10.6,206.7,per_group,350,175.0,175.0,2,206.7,381.7,1556.6,80.31,2.07,green,1938.3,397.35,10.34,2.07,12.41,6.4267,797.89,1140.41,58.84,orange
2025-04,G0027,B2B,Business Starter,T009,10,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1938.3,84994.46,10.6,206.7,per_group,350,175.0,175.0,2,206.7,381.7,1556.6,80.31,2.07,green,1938.3,397.35,10.34,2.07,12.41,6.4267,797.89,1140.41,58.84,orange
2025-04,G0028,B2B,Business Starter,T009,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,10.6,206.7,per_group,350,175.0,175.0,2,206.7,381.7,1362.77,78.12,2.07,green,1744.47,357.62,10.34,2.07,12.41,6.4267,758.16,986.31,56.54,orange
2025-04,G0029,B2B,Business Starter,T010,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,10.1,196.95,per_group,350,175.0,175.0,2,196.95,371.95,1372.52,78.68,2.03,green,1744.47,357.62,9.85,1.97,11.82,9.64,751.03,993.44,56.95,orange
2025-04,G0030,B2B,Business Starter,T010,10,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1938.3,84994.46,10.1,196.95,per_group,350,175.0,175.0,2,196.95,371.95,1566.35,80.81,2.03,green,1938.3,397.35,9.85,1.97,11.82,9.64,790.76,1147.54,59.2,orange
2025-04,G0031,B2B,Business C1,T011,9,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2944.89,129133.43,12.5,162.5,per_group,350,175.0,175.0,2,162.5,337.5,2607.39,88.54,1.07,green,2944.89,603.7,8.12,1.62,9.74,3.856,954.8,1990.09,67.58,green
2025-04,G0032,B2B,Business C1,T011,9,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2944.89,129133.43,12.5,162.5,per_group,350,175.0,175.0,2,162.5,337.5,2607.39,88.54,1.07,green,2944.89,603.7,8.12,1.62,9.74,3.856,954.8,1990.09,67.58,green
2025-04,G0033,B2B,Business C1,T011,9,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2944.89,129133.43,12.5,162.5,per_group,350,175.0,175.0,2,162.5,337.5,2607.39,88.54,1.07,green,2944.89,603.7,8.12,1.62,9.74,3.856,954.8,1990.09,67.58,green
2025-04,G0034,B2B,Business C1,T011,9,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2944.89,129133.43,12.5,162.5,per_group,350,175.0,175.0,2,162.5,337.5,2607.39,88.54,1.07,green,2944.89,603.7,8.12,1.62,9.74,3.856,954.8,1990.09,67.58,green
2025-04,G0035,B2B,Business C1,T011,9,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2944.89,129133.43,12.5,162.5,per_group,350,175.0,175.0,2,162.5,337.5,2607.39,88.54,1.07,green,2944.89,603.7,8.12,1.62,9.74,3.856,954.8,1990.09,67.58,green
2025-04,G0036,B2B,Business C1,T012,9,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2944.89,129133.43,12.0,156.0,per_group,350,175.0,175.0,2,156.0,331.0,2613.89,88.76,1.05,green,2944.89,603.7,7.8,1.56,9.36,3.856,947.92,1996.97,67.81,green
2025-04,G0037,B2B,Business C1,T012,9,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2944.89,129133.43,12.0,156.0,per_group,350,175.0,175.0,2,156.0,331.0,2613.89,88.76,1.05,green,2944.89,603.7,7.8,1.56,9.36,3.856,947.92,1996.97,67.81,green
2025-04,G0038,B2B,Business C1,T012,9,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2944.89,129133.43,12.0,156.0,per_group,350,175.0,175.0,2,156.0,331.0,2613.89,88.76,1.05,green,2944.89,603.7,7.8,1.56,9.36,3.856,947.92,1996.97,67.81,green
2025-04,G0039,B2B,Business C1,T012,9,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2944.89,129133.43,12.0,156.0,per_group,350,175.0,175.0,2,156.0,331.0,2613.89,88.76,1.05,green,2944.89,603.7,7.8,1.56,9.36,3.856,947.92,1996.97,67.81,green
2025-04,G0040,B2B,Business C1,T012,9,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2944.89,129133.43,12.0,156.0,per_group,350,175.0,175.0,2,156.0,331.0,2613.89,88.76,1.05,green,2944.89,603.7,7.8,1.56,9.36,3.856,947.92,1996.97,67.81,green
2025-04,G0041,B2B,Business C1,T013,9,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2944.89,129133.43,11.8,153.4,per_group,350,175.0,175.0,2,153.4,328.4,2616.49,88.85,1.05,green,2944.89,603.7,7.67,1.53,9.2,6.4267,947.73,1997.16,67.82,green
2025-04,G0042,B2B,Business C1,T013,8,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2617.68,114785.27,11.8,153.4,per_group,350,175.0,175.0,2,153.4,328.4,2289.28,87.45,1.05,green,2617.68,536.62,7.67,1.53,9.2,6.4267,880.65,1737.03,66.36,green
2025-04,G0043,B2B,Business C1,T013,9,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2944.89,129133.43,11.8,153.4,per_group,350,175.0,175.0,2,153.4,328.4,2616.49,88.85,1.05,green,2944.89,603.7,7.67,1.53,9.2,6.4267,947.73,1997.16,67.82,green
2025-04,G0044,B2B,Business C1,T015,9,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2944.89,129133.43,11.5,149.5,per_group,350,175.0,175.0,2,149.5,324.5,2620.39,88.98,1.05,green,2944.89,603.7,7.48,1.5,8.98,9.64,946.82,1998.07,67.85,green
2025-04,G0045,B2B,Business C1,T015,9,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2944.89,129133.43,11.5,149.5,per_group,350,175.0,175.0,2,149.5,324.5,2620.39,88.98,1.05,green,2944.89,603.7,7.48,1.5,8.98,9.64,946.82,1998.07,67.85,green
2025-04,G0046,B2C,IT Starter,T014,9,90,1.5,2,9,13.5,15.0,10.0,438.5,405.0,135.0,1215.0,53277.75,12.2,164.7,per_group,200,66.67,66.67,3,164.7,231.37,983.63,80.96,1.82,green,1215.0,249.07,8.23,1.65,9.88,4.82,495.14,719.86,59.25,orange
2025-04,G0047,B2C,IT Starter,T014,9,90,1.5,2,9,13.5,15.0,10.0,438.5,405.0,135.0,1215.0,53277.75,12.2,164.7,per_group,200,66.67,66.67,3,164.7,231.37,983.63,80.96,1.82,green,1215.0,249.07,8.23,1.65,9.88,4.82,495.14,719.86,59.25,orange
2025-04,G0048,B2C,IT Starter,T014,9,90,1.5,2,9,13.5,15.0,10.0,438.5,405.0,135.0,1215.0,53277.75,12.2,164.7,per_group,200,66.67,66.67,3,164.7,231.37,983.63,80.96,1.82,green,1215.0,249.07,8.23,1.65,9.88,4.82,495.14,719.86,59.25,orange
2025-04,G0049,B2C,IT Starter,T014,9,90,1.5,2,9,13.5,15.0,10.0,438.5,405.0,135.0,1215.0,53277.75,12.2,164.7,per_group,200,66.67,66.67,3,164.7,231.37,983.63,80.96,1.82,green,1215.0,249.07,8.23,1.65,9.88,4.82,495.14,719.86,59.25,orange
2025-04,G0050,B2C,IT Basic,T016,9,90,1.5,2,9,13.5,22.61,15.07,660.82,610.34,203.44,1830.96,80287.6,11.9,160.65,per_group,200,66.67,66.67,3,160.65,227.32,1603.64,87.58,1.19,green,1830.96,375.35,8.03,1.61,9.64,4.82,617.13,1213.83,66.29,green
2025-04,G0051,B2C,IT Basic,T016,9,90,1.5,2,9,13.5,22.61,15.07,660.82,610.34,203.44,1830.96,80287.6,11.9,160.65,per_group,200,66.67,66.67,3,160.65,227.32,1603.64,87.58,1.19,green,1830.96,375.35,8.03,1.61,9.64,4.82,617.13,1213.83,66.29,green
2025-04,G0052,B2C,IT Basic,T016,9,90,1.5,2,9,13.5,22.61,15.07,660.82,610.34,203.44,1830.96,80287.6,11.9,160.65,per_group,200,66.67,66.67,3,160.65,227.32,1603.64,87.58,1.19,green,1830.96,375.35,8.03,1.61,9.64,4.82,617.13,1213.83,66.29,green
2025-04,G0053,B2C,IT Basic,T016,8,90,1.5,2,9,13.5,22.61,15.07,660.82,610.34,203.44,1627.52,71366.75,11.9,160.65,per_group,200,66.67,66.67,3,160.65,227.32,1400.2,86.03,1.19,green,1627.52,333.64,8.03,1.61,9.64,4.82,575.42,1052.1,64.64,green
2025-05,G0001,B2B,Business Starter,T001,8,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1550.64,67995.56,10.5,204.75,per_group,350,175.0,175.0,2,204.75,379.75,1170.89,75.51,2.06,green,1550.64,317.88,10.24,2.05,12.29,6.4267,716.35,834.29,53.8,orange
2025-05,G0002,B2B,Business Starter,T001,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,10.5,204.75,per_group,350,175.0,175.0,2,204.75,379.75,1364.72,78.23,2.06,green,1744.47,357.62,10.24,2.05,12.29,6.4267,756.09,988.38,56.66,orange
2025-05,G0003,B2B,Business Starter,T001,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,10.5,204.75,per_group,350,175.0,175.0,2,204.75,379.75,1364.72,78.23,2.06,green,1744.47,357.62,10.24,2.05,12.29,6.4267,756.09,988.38,56.66,orange
2025-05,G0004,B2B,Business Starter,T002,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,10.8,210.6,per_group,350,175.0,175.0,2,210.6,385.6,1358.87,77.9,2.09,green,1744.47,357.62,10.53,2.11,12.64,6.4267,762.29,982.18,56.3,orange
2025-05,G0005,B2B,Business Starter,T002,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,10.8,210.6,per_group,350,175.0,175.0,2,210.6,385.6,1358.87,77.9,2.09,green,1744.47,357.62,10.53,2.11,12.64,6.4267,762.29,982.18,56.3,orange
2025-05,G0006,B2B,Business Starter,T002,8,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1550.64,67995.56,10.8,210.6,per_group,350,175.0,175.0,2,210.6,385.6,1165.04,75.13,2.09,green,1550.64,317.88,10.53,2.11,12.64,6.4267,722.55,828.09,53.4,orange
2025-05,G0007,B2B,Business Starter,T003,8,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1550.64,67995.56,10.2,198.9,per_group,350,175.0,175.0,2,198.9,373.9,1176.74,75.89,2.02,green,1550.64,317.88,9.95,1.99,11.94,6.4267,710.15,840.49,54.2,orange
2025-05,G0008,B2B,Business Starter,T003,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,10.2,198.9,per_group,350,175.0,175.0,2,198.9,373.9,1370.57,78.57,2.02,green,1744.47,357.62,9.95,1.99,11.94,6.4267,749.89,994.58,57.01,orange
2025-05,G0009,B2B,Business Starter,T003,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,10.2,198.9,per_group,350,175.0,175.0,2,198.9,373.9,1370.57,78.57,2.02,green,1744.47,357.62,9.95,1.99,11.94,6.4267,749.89,994.58,57.01,orange
2025-05,G0010,B2B,Business Starter,T004,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,9.9,193.05,per_group,350,175.0,175.0,2,193.05,368.05,1376.42,78.9,1.98,green,1744.47,357.62,9.65,1.93,11.58,4.82,742.07,1002.4,57.46,orange
2025-05,G0011,B2B,Business Starter,T004,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,9.9,193.05,per_group,350,175.0,175.0,2,193.05,368.05,1376.42,78.9,1.98,green,1744.47,357.62,9.65,1.93,11.58,4.82,742.07,1002.4,57.46,orange
2025-05,G0012,B2B,Business Starter,T004,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,9.9,193.05,per_group,350,175.0,175.0,2,193.05,368.05,1376.42,78.9,1.98,green,1744.47,357.62,9.65,1.93,11.58,4.82,742.07,1002.4,57.46,orange
2025-05,G0013,B2B,Business Starter,T004,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,9.9,193.05,per_group,350,175.0,175.0,2,193.05,368.05,1376.42,78.9,1.98,green,1744.47,357.62,9.65,1.93,11.58,4.82,742.07,1002.4,57.46,orange
2025-05,G0014,B2B,Business Starter,T005,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,10.0,195.0,per_group,350,175.0,175.0,2,195.0,370.0,1374.47,78.79,2.0,green,1744.47,357.62,9.75,1.95,11.7,6.4267,745.75,998.72,57.25,orange
2025-05,G0015,B2B,Business Starter,T005,8,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1550.64,67995.56,10.0,195.0,per_group,350,175.0,175.0,2,195.0,370.0,1180.64,76.14,2.0,green,1550.64,317.88,9.75,1.95,11.7,6.4267,706.01,844.63,54.47,orange
2025-05,G0016,B2B,Business Starter,T005,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,10.0,195.0,per_group,350,175.0,175.0,2,195.0,370.0,1374.47,78.79,2.0,green,1744.47,357.62,9.75,1.95,11.7,6.4267,745.75,998.72,57.25,orange
2025-05,G0017,B2B,Business Starter,T006,8,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1550.64,67995.56,11.0,214.5,per_group,350,175.0,175.0,2,214.5,389.5,1161.14,74.88,2.11,green,1550.64,317.88,10.73,2.15,12.88,6.4267,726.69,823.95,53.14,orange
2025-05,G0018,B2B,Business Starter,T006,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,11.0,214.5,per_group,350,175.0,175.0,2,214.5,389.5,1354.97,77.67,2.11,green,1744.47,357.62,10.73,2.15,12.88,6.4267,766.43,978.04,56.07,orange
2025-05,G0019,B2B,Business Starter,T006,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,11.0,214.5,per_group,350,175.0,175.0,2,214.5,389.5,1354.97,77.67,2.11,green,1744.47,357.62,10.73,2.15,12.88,6.4267,766.43,978.04,56.07,orange
2025-05,G0020,B2B,Business Starter,T007,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,10.3,200.85,per_group,350,175.0,175.0,2,200.85,375.85,1368.62,78.45,2.03,green,1744.47,357.62,10.04,2.01,12.05,6.4267,751.95,992.52,56.9,orange
2025-05,G0021,B2B,Business Starter,T007,8,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1550.64,67995.56,10.3,200.85,per_group,350,175.0,175.0,2,200.85,375.85,1174.79,75.76,2.03,green,1550.64,317.88,10.04,2.01,12.05,6.4267,712.21,838.43,54.07,orange
2025-05,G0022,B2B,Business Starter,T007,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,10.3,200.85,per_group,350,175.0,175.0,2,200.85,375.85,1368.62,78.45,2.03,green,1744.47,357.62,10.04,2.01,12.05,6.4267,751.95,992.52,56.9,orange
2025-05,G0023,B2B,Business Starter,T008,8,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1550.64,67995.56,9.8,191.1,per_group,350,175.0,175.0,2,191.1,366.1,1184.54,76.39,1.98,green,1550.64,317.88,9.55,1.91,11.46,6.4267,701.87,848.77,54.74,orange
2025-05,G0024,B2B,Business Starter,T008,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,9.8,191.1,per_group,350,175.0,175.0,2,191.1,366.1,1378.37,79.01,1.98,green,1744.47,357.62,9.55,1.91,11.46,6.4267,741.61,1002.86,57.49,orange
2025-05,G0025,B2B,Business Starter,T008,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,9.8,191.1,per_group,350,175.0,175.0,2,191.1,366.1,1378.37,79.01,1.98,green,1744.47,357.62,9.55,1.91,11.46,6.4267,741.61,1002.86,57.49,orange
2025-05,G0026,B2B,Business Starter,T009,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,10.6,206.7,per_group,350,175.0,175.0,2,206.7,381.7,1362.77,78.12,2.07,green,1744.47,357.62,10.34,2.07,12.41,6.4267,758.16,986.31,56.54,orange
2025-05,G0027,B2B,Business Starter,T009,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,10.6,206.7,per_group,350,175.0,175.0,2,206.7,381.7,1362.77,78.12,2.07,green,1744.47,357.62,10.34,2.07,12.41,6.4267,758.16,986.31,56.54,orange
2025-05,G0028,B2B,Business Starter,T009,8,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1550.64,67995.56,10.6,206.7,per_group,350,175.0,175.0,2,206.7,381.7,1168.94,75.38,2.07,green,1550.64,317.88,10.34,2.07,12.41,6.4267,718.42,832.22,53.67,orange
2025-05,G0029,B2B,Business Starter,T010,8,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1550.64,67995.56,10.1,196.95,per_group,350,175.0,175.0,2,196.95,371.95,1178.69,76.01,2.03,green,1550.64,317.88,9.85,1.97,11.82,6.4267,708.08,842.56,54.34,orange
2025-05,G0030,B2B,Business Starter,T010,9,90,1.5,3,13,19.5,14.91,9.94,435.87,387.66,193.83,1744.47,76495.01,10.1,196.95,per_group,350,175.0,175.0,2,196.95,371.95,1372.52,78.68,2.03,green,1744.47,357.62,9.85,1.97,11.82,6.4267,747.82,996.65,57.13,orange
2025-05,G0031,B2B,Business C1,T011,8,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2617.68,114785.27,12.5,162.5,per_group,350,175.0,175.0,2,162.5,337.5,2280.18,87.11,1.07,green,2617.68,536.62,8.12,1.62,9.74,2.41,886.27,1731.41,66.14,green
2025-05,G0032,B2B,Business C1,T011,8,60,1.0,3,13,13.0,25.17,25.17,1103.7,654.42,327.21,2617.68,114785.27,12.5,162.5,per_group,350,175.0,175.0,2,162.5,337.5,2280.18,87.11,1.07,green,2617.68,536.62,8.12,1.62,9.74,2.41,886.27,1731.41,66.14,green
