month,group_id,segment,course_type,assigned_teacher,students_count,session_min,lessons_per_session_60min,sessions_per_week,sessions_per_month,lessons_60min_per_month,price_per_lesson_60min_usd,price_per_lesson_60min_uah,course_usd,rev_per_student_pm_usd,total_rev_usd,total_rev_uah,teacher_rate_60min_usd,teacher_cost_rate_usd,cac_model,cac_group_usd,cac_amortized_pm_usd,total_cac_pm_usd,contract_months,teacher_fixed_cost_usd,total_cost_usd,profit_usd,margin_pct,breakeven_students,profitability_color,revenue_usd,opex_allocated_usd,teacher_tax_pdfo_usd,teacher_tax_vz_usd,teacher_tax_total_usd,accounting_usd,total_cost_v11_usd,profit_v11_usd,margin_v11_pct,profitability_color_v11
2025-04,G0018,B2B,Business C1,T002,10,60,1.0,3,12,12.0,25.17,1112.5,402.71,302.04,3020.4,133501.68,11.03,132.36,per_group,300.0,150.0,150.0,2,132.36,282.36,2738.04,90.7,0.93,green,3020.4,619.18,6.62,1.32,7.94,6.4267,915.91,2104.49,69.68,green
2025-04,G0019,B2B,Business C1,T003,8,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,1610.88,71200.9,10.38,83.04,per_group,300.0,150.0,150.0,2,83.04,233.04,1377.84,85.5,1.16,green,1610.88,330.23,4.15,0.83,4.98,6.4267,574.68,1036.2,64.33,green
2025-04,G0020,B2B,Business Starter,T004,4,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,715.68,31633.06,8.75,157.5,per_group,300.0,150.0,150.0,2,157.5,307.5,408.18,57.0,1.72,green,715.68,146.71,7.88,1.57,9.45,6.4267,470.09,245.59,34.32,orange
2025-04,G0021,B2B,Business Starter,T005,10,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1192.8,52721.76,10.25,123.0,per_group,300.0,100.0,100.0,3,123.0,223.0,969.8,81.3,1.87,green,1192.8,244.52,6.15,1.23,7.38,6.4267,481.33,711.47,59.65,orange
2025-04,G0022,B2B,Business Starter,T006,10,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1192.8,52721.76,11.31,135.72,per_group,300.0,100.0,100.0,3,135.72,235.72,957.08,80.2,1.98,green,1192.8,244.52,6.79,1.36,8.15,6.4267,494.82,697.98,58.52,orange
2025-04,G0023,B2B,Business Starter,T007,7,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,834.96,36905.23,8.73,104.76,per_group,300.0,100.0,100.0,3,104.76,204.76,630.2,75.5,1.72,green,834.96,171.17,5.24,1.05,6.29,6.4267,388.65,446.31,53.45,orange
2025-04,G0024,B2B,Business C1,T008,9,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,1812.24,80101.01,11.68,93.44,per_group,300.0,150.0,150.0,2,93.44,243.44,1568.8,86.6,1.21,green,1812.24,371.51,4.67,0.93,5.6,6.4267,626.98,1185.26,65.4,green
2025-04,G0025,B2B,Business Starter,T009,6,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,715.68,31633.06,10.08,120.96,per_group,300.0,100.0,100.0,3,120.96,220.96,494.72,69.1,1.85,green,715.68,146.71,6.05,1.21,7.26,6.4267,381.36,334.32,46.71,orange
2025-04,G0026,B2B,Business Starter,T010,9,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1073.52,47449.58,8.59,103.08,per_group,300.0,100.0,100.0,3,103.08,203.08,870.44,81.1,1.7,green,1073.52,220.07,5.15,1.03,6.18,6.4267,435.76,637.76,59.41,orange
2025-04,G0027,B2B,Business Starter,T011,8,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,1431.36,63266.11,11.83,212.94,per_group,300.0,150.0,150.0,2,212.94,362.94,1068.42,74.6,2.03,green,1431.36,293.43,10.65,2.13,12.78,6.4267,675.58,755.78,52.8,orange
2025-04,G0028,B2B,Business Starter,T012,8,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,1431.36,63266.11,10.42,187.56,per_group,300.0,150.0,150.0,2,187.56,337.56,1093.8,76.4,1.89,green,1431.36,293.43,9.38,1.88,11.26,6.4267,648.68,782.68,54.68,orange
2025-04,G0029,B2B,Business Starter,T013,5,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,596.4,26360.88,8.97,107.64,per_group,300.0,100.0,100.0,3,107.64,207.64,388.76,65.2,1.74,green,596.4,122.26,5.38,1.08,6.46,6.4267,342.79,253.61,42.52,orange
2025-04,G0030,B2B,Business C1,T014,6,60,1.0,3,12,12.0,25.17,1112.5,402.71,302.04,1812.24,80101.01,11.13,133.56,per_group,300.0,150.0,150.0,2,133.56,283.56,1528.68,84.4,0.94,green,1812.24,371.51,6.68,1.34,8.02,9.64,672.73,1139.51,62.88,green
2025-04,G0031,B2C,IT Starter,T015,8,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,960.0,42432.0,10.14,121.68,per_student,400.0,133.33,133.33,3,121.68,255.01,704.99,73.4,2.13,green,960.0,196.8,6.08,1.22,7.3,9.64,468.75,491.25,51.17,orange
2025-04,G0032,B2C,IT Starter,T016,4,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,480.0,21216.0,10.22,122.64,per_student,200.0,66.67,66.67,3,122.64,189.31,290.69,60.6,1.58,green,480.0,98.4,6.13,1.23,7.36,9.64,304.71,175.29,36.52,orange
2025-04,G0033,B2C,IT Basic,T001,6,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1085.04,47958.77,11.23,134.76,per_student,300.0,75.0,75.0,4,134.76,209.76,875.28,80.7,1.16,green,1085.04,222.43,6.74,1.35,8.09,6.4267,446.71,638.33,58.83,orange
2025-04,G0034,B2C,IT Starter,T002,4,90,1.5,3,12,18.0,10.0,419.0,360.0,180.0,720.0,31824.0,11.03,198.54,per_student,200.0,100.0,100.0,2,198.54,298.54,421.46,58.5,1.66,green,720.0,147.6,9.93,1.99,11.92,6.4267,464.49,255.51,35.49,orange
2025-04,G0035,B2C,IT Basic,T003,4,90,1.5,3,12,18.0,15.07,632.04,678.0,271.26,1085.04,47958.77,10.38,186.84,per_student,200.0,66.67,66.67,3,186.84,253.51,831.53,76.6,0.93,green,1085.04,222.43,9.34,1.87,11.21,6.4267,493.58,591.46,54.51,orange
2025-04,G0036,B2C,IT Basic,T004,6,90,1.5,3,12,18.0,15.07,632.04,678.0,271.26,1627.56,71938.15,8.75,157.5,per_student,300.0,100.0,100.0,3,157.5,257.5,1370.06,84.2,0.95,green,1627.56,333.65,7.88,1.57,9.45,6.4267,607.03,1020.53,62.7,green
2025-04,G0037,B2C,IT Basic,T005,4,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,723.36,31972.51,10.25,123.0,per_student,200.0,50.0,50.0,4,123.0,173.0,550.36,76.1,0.96,green,723.36,148.29,6.15,1.23,7.38,6.4267,335.1,388.26,53.67,orange
2025-04,G0038,B2C,IT Starter,T006,4,90,1.5,3,12,18.0,10.0,419.0,360.0,180.0,720.0,31824.0,11.31,203.58,per_student,200.0,100.0,100.0,2,203.58,303.58,416.42,57.8,1.69,green,720.0,147.6,10.18,2.04,12.22,6.4267,469.83,250.17,34.75,orange
2025-04,G0039,B2C,IT Basic,T007,8,90,1.5,3,12,18.0,15.07,632.04,678.0,271.26,2170.08,95917.54,8.73,157.14,per_student,400.0,133.33,133.33,3,157.14,290.47,1879.61,86.6,1.07,green,2170.08,444.87,7.86,1.57,9.43,6.4267,751.2,1418.88,65.38,green
2025-04,G0040,B2C,IT Basic,T008,7,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1265.88,55951.9,11.68,140.16,per_student,350.0,87.5,87.5,4,140.16,227.66,1038.22,82.0,1.26,green,1265.88,259.51,7.01,1.4,8.41,6.4267,502.01,763.87,60.34,green
2025-04,G0041,B2C,IT Basic,T009,4,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,723.36,31972.51,10.08,120.96,per_student,200.0,50.0,50.0,4,120.96,170.96,552.4,76.4,0.95,green,723.36,148.29,6.05,1.21,7.26,6.4267,332.94,390.42,53.97,orange
2025-04,G0042,B2C,IT Basic,T010,3,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,542.52,23979.38,8.59,103.08,per_student,150.0,37.5,37.5,4,103.08,140.58,401.94,74.1,0.78,green,542.52,111.22,5.15,1.03,6.18,6.4267,264.41,278.11,51.26,orange
2025-04,G0043,B2C,IT Starter,T011,4,90,1.5,3,12,18.0,10.0,419.0,360.0,180.0,720.0,31824.0,11.83,212.94,per_student,200.0,100.0,100.0,2,212.94,312.94,407.06,56.5,1.74,green,720.0,147.6,10.65,2.13,12.78,6.4267,479.75,240.25,33.37,orange
2025-04,G0044,B2C,IT Starter,T012,8,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,960.0,42432.0,10.42,125.04,per_student,400.0,133.33,133.33,3,125.04,258.37,701.63,73.1,2.15,green,960.0,196.8,6.25,1.25,7.5,6.4267,469.1,490.9,51.14,orange
2025-04,G0045,B2C,IT Starter,T013,6,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,720.0,31824.0,8.97,107.64,per_student,300.0,100.0,100.0,3,107.64,207.64,512.36,71.2,1.73,green,720.0,147.6,5.38,1.08,6.46,6.4267,368.13,351.87,48.87,orange
2025-05,G0046,B2B,Business C1,T001,8,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,1610.88,71200.9,11.23,89.84,per_group,300.0,150.0,150.0,2,89.84,239.84,1371.04,85.1,1.19,green,1610.88,330.23,4.49,0.9,5.39,6.4267,581.89,1028.99,63.88,green
2025-05,G0047,B2B,Business Starter,T002,9,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,1610.28,71174.38,11.03,198.54,per_group,300.0,150.0,150.0,2,198.54,348.54,1261.74,78.4,1.95,green,1610.28,330.11,9.93,1.99,11.92,6.4267,697.0,913.28,56.72,orange
2025-05,G0048,B2B,Business Starter,T003,9,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,1610.28,71174.38,10.38,186.84,per_group,300.0,150.0,150.0,2,186.84,336.84,1273.44,79.1,1.88,green,1610.28,330.11,9.34,1.87,11.21,6.4267,684.59,925.69,57.49,orange
2025-05,G0049,B2B,Business C1,T004,10,60,1.0,3,12,12.0,25.17,1112.5,402.71,302.04,3020.4,133501.68,8.75,105.0,per_group,300.0,150.0,150.0,2,105.0,255.0,2765.4,91.6,0.84,green,3020.4,619.18,5.25,1.05,6.3,6.4267,886.91,2133.49,70.64,green
2025-05,G0050,B2B,Business C1,T005,4,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,805.44,35600.45,10.25,82.0,per_group,300.0,150.0,150.0,2,82.0,232.0,573.44,71.2,1.15,green,805.44,165.12,4.1,0.82,4.92,6.4267,408.47,396.97,49.29,orange
2025-05,G0051,B2B,Business C1,T006,5,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,1006.8,44500.56,11.31,90.48,per_group,300.0,150.0,150.0,2,90.48,240.48,766.32,76.1,1.19,green,1006.8,206.39,4.52,0.9,5.42,6.4267,458.72,548.08,54.44,orange
2025-05,G0052,B2B,Business Starter,T007,9,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,1610.28,71174.38,8.73,157.14,per_group,300.0,150.0,150.0,2,157.14,307.14,1303.14,80.9,1.72,green,1610.28,330.11,7.86,1.57,9.43,6.4267,653.11,957.17,59.44,orange
2025-05,G0053,B2B,Business C1,T008,8,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,1610.88,71200.9,11.68,93.44,per_group,300.0,150.0,150.0,2,93.44,243.44,1367.44,84.9,1.21,green,1610.88,330.23,4.67,0.93,5.6,6.4267,585.7,1025.18,63.64,green
2025-05,G0054,B2B,Business Starter,T009,10,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,1789.2,79082.64,10.08,181.44,per_group,300.0,150.0,150.0,2,181.44,331.44,1457.76,81.5,1.85,green,1789.2,366.79,9.07,1.81,10.88,6.4267,715.54,1073.66,60.01,green
2025-05,G0055,B2B,Business C1,T010,10,60,1.0,3,12,12.0,25.17,1112.5,402.71,302.04,3020.4,133501.68,8.59,103.08,per_group,300.0,150.0,150.0,2,103.08,253.08,2767.32,91.6,0.84,green,3020.4,619.18,5.15,1.03,6.18,6.4267,884.87,2135.53,70.7,green
2025-05,G0056,B2B,Business Starter,T011,5,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,596.4,26360.88,11.83,141.96,per_group,300.0,100.0,100.0,3,141.96,241.96,354.44,59.4,2.03,green,596.4,122.26,7.1,1.42,8.52,6.4267,379.17,217.23,36.42,orange
2025-05,G0057,B2B,Business Starter,T012,8,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,1431.36,63266.11,10.42,187.56,per_group,300.0,150.0,150.0,2,187.56,337.56,1093.8,76.4,1.89,green,1431.36,293.43,9.38,1.88,11.26,9.64,651.89,779.47,54.46,orange
2025-05,G0058,B2B,Business Starter,T013,8,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,954.24,42177.41,8.97,107.64,per_group,300.0,100.0,100.0,3,107.64,207.64,746.6,78.2,1.74,green,954.24,195.62,5.38,1.08,6.46,9.64,419.36,534.88,56.05,orange
2025-05,G0059,B2B,Business C1,T014,4,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,805.44,35600.45,11.13,89.04,per_group,300.0,150.0,150.0,2,89.04,239.04,566.4,70.3,1.19,green,805.44,165.12,4.45,0.89,5.34,9.64,419.14,386.3,47.96,orange
2025-05,G0060,B2B,Business C1,T015,10,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,2013.6,89001.12,10.14,81.12,per_group,300.0,150.0,150.0,2,81.12,231.12,1782.48,88.5,1.15,green,2013.6,412.79,4.06,0.81,4.87,9.64,658.42,1355.18,67.3,green
2025-05,G0061,B2B,Business Starter,T016,4,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,477.12,21088.7,10.22,122.64,per_group,300.0,100.0,100.0,3,122.64,222.64,254.48,53.3,1.87,green,477.12,97.81,6.13,1.23,7.36,9.64,337.45,139.67,29.27,red
2025-05,G0062,B2B,Business Starter,T017,4,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,715.68,31633.06,10.17,183.06,per_group,300.0,150.0,150.0,2,183.06,333.06,382.62,53.5,1.86,green,715.68,146.71,9.15,1.83,10.98,9.64,500.39,215.29,30.08,orange
2025-05,G0063,B2B,Business C1,T018,10,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,2013.6,89001.12,11.43,91.44,per_group,300.0,150.0,150.0,2,91.44,241.44,1772.16,88.0,1.2,green,2013.6,412.79,4.57,0.91,5.48,9.64,669.35,1344.25,66.76,green
2025-05,G0064,B2B,Business Starter,T019,5,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,894.6,39541.32,9.6,172.8,per_group,300.0,150.0,150.0,2,172.8,322.8,571.8,63.9,1.8,green,894.6,183.39,8.64,1.73,10.37,9.64,526.2,368.4,41.18,orange
2025-05,G0065,B2B,Business C1,T020,8,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,1610.88,71200.9,9.47,75.76,per_group,300.0,150.0,150.0,2,75.76,225.76,1385.12,86.0,1.12,green,1610.88,330.23,3.79,0.76,4.55,9.64,570.18,1040.7,64.6,green
2025-05,G0066,B2B,Business C1,T001,8,60,1.0,3,12,12.0,25.17,1112.5,402.71,302.04,2416.32,106801.34,11.23,134.76,per_group,300.0,150.0,150.0,2,134.76,284.76,2131.56,88.2,0.94,green,2416.32,495.35,6.74,1.35,8.09,6.4267,794.63,1621.69,67.11,green
2025-05,G0067,B2B,Business C1,T002,5,60,1.0,3,12,12.0,25.17,1112.5,402.71,302.04,1510.2,66750.84,11.03,132.36,per_group,300.0,150.0,150.0,2,132.36,282.36,1227.84,81.3,0.93,green,1510.2,309.59,6.62,1.32,7.94,6.4267,606.32,903.88,59.85,orange
2025-05,G0068,B2B,Business Starter,T003,9,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1073.52,47449.58,10.38,124.56,per_group,300.0,100.0,100.0,3,124.56,224.56,848.96,79.1,1.88,green,1073.52,220.07,6.23,1.25,7.48,6.4267,458.54,614.98,57.29,orange
2025-05,G0069,B2B,Business C1,T004,9,60,1.0,3,12,12.0,25.17,1112.5,402.71,302.04,2718.36,120151.51,8.75,105.0,per_group,300.0,150.0,150.0,2,105.0,255.0,2463.36,90.6,0.84,green,2718.36,557.26,5.25,1.05,6.3,6.4267,824.99,1893.37,69.65,green
2025-05,G0070,B2B,Business C1,T005,7,60,1.0,3,12,12.0,25.17,1112.5,402.71,302.04,2114.28,93451.18,10.25,123.0,per_group,300.0,150.0,150.0,2,123.0,273.0,1841.28,87.1,0.9,green,2114.28,433.43,6.15,1.23,7.38,6.4267,720.24,1394.04,65.93,green
2025-05,G0071,B2B,Business C1,T006,4,60,1.0,2,8,8.0,25.17,1112.5,402.71,201.36,805.44,35600.45,11.31,90.48,per_group,300.0,150.0,150.0,2,90.48,240.48,564.96,70.1,1.19,green,805.44,165.12,4.52,0.9,5.42,6.4267,417.45,387.99,48.17,orange
2025-05,G0072,B2B,Business Starter,T007,4,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,477.12,21088.7,8.73,104.76,per_group,300.0,100.0,100.0,3,104.76,204.76,272.36,57.1,1.72,green,477.12,97.81,5.24,1.05,6.29,6.4267,315.29,161.83,33.92,orange
2025-05,G0073,B2B,Business Starter,T008,8,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,1431.36,63266.11,11.68,210.24,per_group,300.0,150.0,150.0,2,210.24,360.24,1071.12,74.8,2.01,green,1431.36,293.43,10.51,2.1,12.61,6.4267,672.71,758.65,53.0,orange
2025-05,G0074,B2B,Business Starter,T009,8,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,954.24,42177.41,10.08,120.96,per_group,300.0,100.0,100.0,3,120.96,220.96,733.28,76.8,1.85,green,954.24,195.62,6.05,1.21,7.26,6.4267,430.27,523.97,54.91,orange
2025-05,G0075,B2B,Business Starter,T010,4,90,1.5,3,12,18.0,9.94,439.5,357.96,178.92,715.68,31633.06,8.59,154.62,per_group,300.0,150.0,150.0,2,154.62,304.62,411.06,57.4,1.7,green,715.68,146.71,7.73,1.55,9.28,6.4267,467.04,248.64,34.74,orange
2025-05,G0076,B2B,Business Starter,T011,5,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,596.4,26360.88,11.83,141.96,per_group,300.0,100.0,100.0,3,141.96,241.96,354.44,59.4,2.03,green,596.4,122.26,7.1,1.42,8.52,6.4267,379.17,217.23,36.42,orange
2025-05,G0077,B2B,Business Starter,T012,10,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,1192.8,52721.76,10.42,125.04,per_group,300.0,100.0,100.0,3,125.04,225.04,967.76,81.1,1.89,green,1192.8,244.52,6.25,1.25,7.5,9.64,486.7,706.1,59.2,orange
2025-05,G0078,B2B,Business Starter,T013,8,90,1.5,2,8,12.0,9.94,439.5,357.96,119.28,954.24,42177.41,8.97,107.64,per_group,300.0,100.0,100.0,3,107.64,207.64,746.6,78.2,1.74,green,954.24,195.62,5.38,1.08,6.46,9.64,419.36,534.88,56.05,orange
2025-05,G0079,B2C,IT Basic,T014,8,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1446.72,63945.02,11.13,133.56,per_student,400.0,100.0,100.0,4,133.56,233.56,1213.16,83.9,1.29,green,1446.72,296.58,6.68,1.34,8.02,9.64,547.8,898.92,62.14,green
2025-05,G0080,B2C,IT Starter,T015,7,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,840.0,37128.0,10.14,121.68,per_student,350.0,116.67,116.67,3,121.68,238.35,601.65,71.6,1.99,green,840.0,172.2,6.08,1.22,7.3,9.64,427.49,412.51,49.11,orange
2025-05,G0081,B2C,IT Basic,T016,4,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,723.36,31972.51,10.22,122.64,per_student,200.0,50.0,50.0,4,122.64,172.64,550.72,76.1,0.95,green,723.36,148.29,6.13,1.23,7.36,9.64,337.93,385.43,53.28,orange
2025-05,G0082,B2C,IT Basic,T017,4,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,723.36,31972.51,10.17,122.04,per_student,200.0,50.0,50.0,4,122.04,172.04,551.32,76.2,0.95,green,723.36,148.29,6.1,1.22,7.32,9.64,337.29,386.07,53.37,orange
2025-05,G0083,B2C,IT Starter,T018,8,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,960.0,42432.0,11.43,137.16,per_student,400.0,133.33,133.33,3,137.16,270.49,689.51,71.8,2.25,green,960.0,196.8,6.86,1.37,8.23,9.64,485.16,474.84,49.46,orange
2025-05,G0084,B2C,IT Basic,T019,6,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1085.04,47958.77,9.6,115.2,per_student,300.0,75.0,75.0,4,115.2,190.2,894.84,82.5,1.05,green,1085.04,222.43,5.76,1.15,6.91,9.64,429.18,655.86,60.45,green
2025-05,G0085,B2C,IT Basic,T020,8,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,1446.72,63945.02,9.47,113.64,per_student,400.0,100.0,100.0,4,113.64,213.64,1233.08,85.2,1.18,green,1446.72,296.58,5.68,1.14,6.82,9.64,526.68,920.04,63.59,green
2025-05,G0086,B2C,IT Starter,T001,3,90,1.5,2,8,12.0,10.0,419.0,360.0,120.0,360.0,15912.0,11.23,134.76,per_student,150.0,50.0,50.0,3,134.76,184.76,175.24,48.7,1.54,green,360.0,73.8,6.74,1.35,8.09,6.4267,273.08,86.92,24.14,red
2025-05,G0087,B2C,IT Basic,T002,3,90,1.5,2,8,12.0,15.07,632.04,678.0,180.84,542.52,23979.38,11.03,132.36,per_student,150.0,37.5,37.5,4,132.36,169.86,372.66,68.7,0.94,green,542.52,111.22,6.62,1.32,7.94,6.4267,295.45,247.07,45.54,orange
